date,time,text,media_url,campaign,post
2026-10-18,07:30,"Mosquitoes find you by tracking your breath — CO₂, body heat and dark clothing. 🦟 And they breed in a bottle-cap of water. A yard treatment changes your whole summer. 📞 (07) 3113 9666 #Mosquitoes #BrisbaneBackyards #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-028.jpg,"Did You Know",028
2026-10-19,07:30,"Heading away these holidays? An empty, quiet house is a pest’s dream Airbnb. 🧳 A pre-trip treatment means you come home to YOUR house — not theirs. 📞 (07) 3113 9666 #HolidayPrep #BrisbaneHomes #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-063.jpg,"Seasonal",063
2026-10-20,07:30,"From North Lakes and Redcliffe, through the CBD and bayside, down to Shailer Park — one local team covers the whole corridor. Your suburb? Almost certainly yes. 🗺️ 📞 (07) 3113 9666 #Brisbane #LocalBusiness #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-084.jpg,"Trust & Offers",084
2026-10-21,07:30,"Shailer Park, Cornubia & Daisy Hill! 🌿 Bushland on the doorstep is beautiful — and busy. We keep the wildlife’s hangers-on out of your yard. 📞 (07) 3113 9666 #ShailerPark #LoganPestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-047.jpg,"Suburb Spotlight",047
2026-10-22,07:30,"Retail managers: stock loss sometimes has six legs (or four, and a tail 🐀). Gnawed packaging and failed audits compound daily — scheduled monitoring stops the bleed. 📞 (07) 3113 9666 #Retail #StockLoss #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-057.jpg,"Commercial",057
2026-10-23,07:30,"Rodent teeth never stop growing — so they never stop chewing. Wiring, pipes, timber… rodent-damaged cables are a leading cause of unexplained house fires. 🔥 📞 (07) 3113 9666 #RodentControl #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-029.jpg,"Did You Know",029
2026-10-24,07:30,"5 stars is the only rating we chase — 1,200+ reviews came from turning up on time, doing it properly, and honouring the guarantee. That’s the whole trick. ⭐ 📞 (07) 3113 9666 #FiveStars #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-085.jpg,"Trust & Offers",085
2026-10-25,07:30,"Silverfish can survive a YEAR without eating — but with your books, photos and clothes on the menu, they don’t have to. 📚 📞 (07) 3113 9666 #Silverfish #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-030.jpg,"Did You Know",030
2026-10-26,07:30,"20+ years in the same Brisbane suburbs teaches you things you can’t google — where termites press hardest, which streets get ants after storms, what a Queenslander subfloor hides. 📞 (07) 3113 9666 #LocalKnowledge #Brisbane #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-086.jpg,"Trust & Offers",086
2026-10-27,07:30,"By late summer a single wasp nest can hold 6,000 residents. 🐝 Please don’t introduce it to your broom — we remove nests safely and stop the rebuild. 📞 (07) 3113 9666 #WaspRemoval #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-031.jpg,"Did You Know",031
2026-10-28,07:30,"Every tech licensed, every job insured — no subcontracted mystery guests. Ask to see the licence at the door; our techs love that question. 📋 📞 (07) 3113 9666 #Licensed #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-087.jpg,"Trust & Offers",087
2026-10-29,07:30,"A cockroach can hit 5km/h — scaled to our size, that’s sprinting at 300km/h. 🏃 You won’t win with a thong. One treatment gets the whole family. 📞 (07) 3113 9666 #CockroachControl #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-032.jpg,"Did You Know",032
2026-10-30,07:30,"Our promise: pests back within 30 days → we re-treat FREE. Still unhappy → refund + $25. We can only offer that because it almost never happens. 📞 (07) 3113 9666 #Guarantee #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-088.jpg,"Trust & Offers",088
2026-10-31,07:30,"One female bed bug can lay 500 eggs in her lifetime — a few bites becomes every-room-in-the-house within weeks. Early treatment is everything. 📞 (07) 3113 9666 #BedBugs #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-033.jpg,"Did You Know",033
2026-11-01,07:30,"Wherever you’re reading this — you’re not far from a spider. 🕷️ Most are harmless; redbacks and white-tails are the Brisbane exceptions. A perimeter treatment keeps them out of reach. 📞 (07) 3113 9666 #SpiderControl #Brisbane #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-034.jpg,"Did You Know",034
2026-11-02,07:30,"Termites never sleep — they eat 24/7, no weekends, no public holidays. 😳 The only defence is catching them early. 📞 (07) 3113 9666 #Termites #TermiteInspection #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-035.jpg,"Did You Know",035
2026-11-03,07:30,"A flea can jump 150 times its own height — straight from the lawn onto your pet, and from the carpet onto you. Treat yard + house + pet the same week. 📞 (07) 3113 9666 #FleaTreatment #BrisbanePets #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-036.jpg,"Did You Know",036
2026-11-04,07:30,"Huntsmen actually eat cockroaches — nature’s pest control. But if eight legs on the sun visor isn’t your vibe, we’ll keep them (and their dinner) outdoors. 🕷️ 📞 (07) 3113 9666 #Huntsman #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-037.jpg,"Did You Know",037
2026-11-05,07:30,"Average termite repair bill in Australia: $10,000+. Annual inspection: a few hundred. Insurance covers neither the damage nor the maths. 🧮 📞 (07) 3113 9666 #Termites #BrisbaneHomes #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-095.jpg,"Did You Know",095
2026-11-06,07:30,"Cockroaches aren’t just gross — droppings and shed skins become airborne allergens and a recognised asthma trigger, especially for kids. A roach-free home literally breathes easier. 📞 (07) 3113 9666 #AsthmaAwareness #HealthyHome #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-096.jpg,"Did You Know",096
2026-11-07,07:30,"Read your home insurance PDS: termite damage is almost always excluded. Prevention is the only cover you can actually buy. 📄 📞 (07) 3113 9666 #Termites #HomeInsurance #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-097.jpg,"Did You Know",097
2026-11-08,07:30,"Brisbane’s subtropical climate means pests get no winter die-off — 365 days of activity a year. The upside? Year-round protection works year-round too. 🌏 📞 (07) 3113 9666 #Brisbane #PestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-098.jpg,"Did You Know",098
2026-11-09,07:30,"The deadliest animal on Earth isn’t a shark or a snake — it’s the mosquito, spreader of more disease than anything alive. In QLD that includes Ross River virus. 🦟 📞 (07) 3113 9666 #Mosquitoes #QLDHealth #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-099.jpg,"Did You Know",099
2026-11-10,07:30,"Post #100! 🎉 Whatever’s crawling, scurrying, swarming or silently chewing — one call sorts it. Save the number, use it once a year. 📞 (07) 3113 9666 #SlugABug #BrisbanePestControl #FamilyOwned",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-100.jpg,"Trust & Offers",100
